Item LC 116;Descrição Item;NBS;DESCRIÇÃO NBS;INDOP;Local incidência IBS;cClassTrib;nome cClassTrib;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.20.00;Serviços de construção de pontes, autoestradas elevadas e túneis;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.20.00;Serviços de construção de pontes, autoestradas elevadas e túneis;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.31.00;Serviços de construção de infraestrutura de proteção e acesso aquaviário ;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.31.00;Serviços de construção de infraestrutura de proteção e acesso aquaviário ;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.32.00;Serviços de construção de infraestrutura de acostagem aquaviária;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.32.00;Serviços de construção de infraestrutura de acostagem aquaviária;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.33.00;Serviços de construção de infraestrutura terrestre e de obras de engenharia afins nos portos;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.34.00;Serviços de construção de barragens;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.35.10;Serviços de construção de adutoras em conduto livre;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.35.10;Serviços de construção de adutoras em conduto livre;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.35.20;Serviços de construção de sistemas de irrigação   ;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.35.20;Serviços de construção de sistemas de irrigação   ;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.35.20;Serviços de construção de sistemas de irrigação   ;020201;local do imóvel;200038;Fornecimento dos insumos agropecuários e aquícolas (Anexo IX);;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.35.30;Serviços de construção relacionada ao controle dos cursos de água, inclusive canalização ;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.35.30;Serviços de construção relacionada ao controle dos cursos de água, inclusive canalização ;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.41.10;Serviços de construção de dutos de longo curso para o transporte de petróleo, seus derivados, e gás;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.41.20;Serviços de construção de dutos de longo curso para o transporte e escoamento de águas;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.41.90;Serviços de construção de dutos de longo curso não classificados em subposições anteriores;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.42.10;Serviços de construção de linhas de comunicação de longo curso ;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.42.20;Serviços de construção de linhas de transmissão de alta tensão;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.51.00;Serviços de construção de dutos locais;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.51.00;Serviços de construção de dutos locais;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.52.10;Serviços de construção de linhas locais de comunicação;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.52.10;Serviços de construção de linhas locais de comunicação;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.52.20;Serviços de construção de linhas locais de transmissão de baixa e média tensão ;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.52.20;Serviços de construção de linhas locais de transmissão de baixa e média tensão ;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.53.10;Serviços de construção de sistemas de esgotos;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.53.10;Serviços de construção de sistemas de esgotos;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.53.20;Serviços de construção de sistemas de estações para elevação, tratamento e purificação de água;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.53.20;Serviços de construção de sistemas de estações para elevação, tratamento e purificação de água;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.61.00;Serviços de construção de usinas de geração de energia;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.69.00;Serviços de construção de instalações industriais não classificados em subposições anteriores;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.69.00;Serviços de construção de instalações industriais não classificados em subposições anteriores;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.70.00;Serviços de construção de minas e suas unidades industriais;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.80.00;Serviços de construção de instalações para recreação e atividades desportivas ao ar livre;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.80.00;Serviços de construção de instalações para recreação e atividades desportivas ao ar livre;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.90.00;Serviços de construção de obras de engenharia civil não classificados em subposições anteriores;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0102.90.00;Serviços de construção de obras de engenharia civil não classificados em subposições anteriores;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0107.30.00;Serviços de pintura;020201;local do imóvel;200046;Operações com bens imóveis;;
07.05;Reparação, Conservação E Reforma De Edifícios, Estradas, Pontes, Portos E Congêneres (Exceto O Fornecimento De Mercadorias Produzidas Pelo Prestador Dos Serviços, Fora Do Local Da Prestação Dos Serviços, Que Fica Sujeito Ao ICMS).;1.0107.30.00;Serviços de pintura;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0106.50.00;Serviços de instalação de isolamentos;020201;local do imóvel;200046;Operações com bens imóveis;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0106.50.00;Serviços de instalação de isolamentos;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0107.10.00;Serviços de vidraçaria;020201;local do imóvel;200046;Operações com bens imóveis;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0107.10.00;Serviços de vidraçaria;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0107.20.00;Serviços de gesso e de estuque;020201;local do imóvel;200046;Operações com bens imóveis;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0107.20.00;Serviços de gesso e de estuque;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0107.40.00;Serviços de revestimento de pisos e de paredes;020201;local do imóvel;200046;Operações com bens imóveis;;
07.06;Colocação E Instalação De Tapetes, Carpetes, Assoalhos, Cortinas, Revestimentos De Parede, Vidros, Divisórias, Placas De Gesso E Congêneres, Com Material Fornecido Pelo Tomador Do Serviço.;1.0107.40.00;Serviços de revestimento de pisos e de paredes;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.07;Recuperação, Raspagem, Polimento E Lustração De Pisos E Congêneres.;1.0107.40.00;Serviços de revestimento de pisos e de paredes;020201;local do imóvel;200046;Operações com bens imóveis;;
07.07;Recuperação, Raspagem, Polimento E Lustração De Pisos E Congêneres.;1.0107.40.00;Serviços de revestimento de pisos e de paredes;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.08;Calafetação.;1.0107.90.00;Serviços de acabamento não classificados em subposições anteriores;020201;local do imóvel;200046;Operações com bens imóveis;;
07.07;Recuperação, Raspagem, Polimento E Lustração De Pisos E Congêneres.;1.0107.90.00;Serviços de acabamento não classificados em subposições anteriores;020201;local do imóvel;200045;Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2406.10.00;Serviços de varrição de vias e áreas públicas ;020201;local do imóvel;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2402.20.00;Serviços de esvaziamento e limpeza de fossas sépticas ;020201;local do imóvel;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.11.00;Serviços de coleta de resíduos de serviços de saúde e outros resíduos biológicos ;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.11.00;Serviços de coleta de resíduos de serviços de saúde e outros resíduos biológicos ;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.11.00;Serviços de coleta de resíduos de serviços de saúde e outros resíduos biológicos ;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.11.00;Serviços de coleta de resíduos de serviços de saúde e outros resíduos biológicos ;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.12.00;Serviços de coleta de resíduos perigosos industriais, exceto resíduos de serviços de saúde e outros resíduos biológicos;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.12.00;Serviços de coleta de resíduos perigosos industriais, exceto resíduos de serviços de saúde e outros resíduos biológicos;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.12.00;Serviços de coleta de resíduos perigosos industriais, exceto resíduos de serviços de saúde e outros resíduos biológicos;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.12.00;Serviços de coleta de resíduos perigosos industriais, exceto resíduos de serviços de saúde e outros resíduos biológicos;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.19.00;Serviços de coleta de outros resíduos perigosos não classificados em subposições anteriores;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.19.00;Serviços de coleta de outros resíduos perigosos não classificados em subposições anteriores;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.19.00;Serviços de coleta de outros resíduos perigosos não classificados em subposições anteriores;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.19.00;Serviços de coleta de outros resíduos perigosos não classificados em subposições anteriores;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.21.00;Serviços de coleta de resíduos recicláveis, não perigosos, de origem doméstica  ;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.21.00;Serviços de coleta de resíduos recicláveis, não perigosos, de origem doméstica  ;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.21.00;Serviços de coleta de resíduos recicláveis, não perigosos, de origem doméstica  ;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.21.00;Serviços de coleta de resíduos recicláveis, não perigosos, de origem doméstica  ;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.22.00;Serviços de coleta de resíduos recicláveis, não perigosos, exceto de origem doméstica;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.22.00;Serviços de coleta de resíduos recicláveis, não perigosos, exceto de origem doméstica;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.22.00;Serviços de coleta de resíduos recicláveis, não perigosos, exceto de origem doméstica;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.22.00;Serviços de coleta de resíduos recicláveis, não perigosos, exceto de origem doméstica;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.31.00;Serviços de coleta de resíduos gerais de origem doméstica;050101;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.31.00;Serviços de coleta de resíduos gerais de origem doméstica;050102;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.31.00;Serviços de coleta de resíduos gerais de origem doméstica;050103;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
07.09;Varrição, Coleta, Remoção, Incineração, Tratamento, Reciclagem, Separação E Destinação Final De Lixo, Rejeitos E Outros Resíduos Quaisquer.;1.2403.31.00;Serviços de coleta de resíduos gerais de origem doméstica;050104;local da prestação;000001;Situações tributadas integralmente pelo IBS e CBS.;;
